Saldo;Ahorro general;Sexo;Saldo_por_vencer;Saldo_pendiente;Provision;Dias_Mora;edad_cliente;estado_civil;Mora;Antiguedad_meses;Ingresos;Descuentos;Calificacion;Puntaje
106713.0;0.0;Masculino;1928.46;0.0;19.28;0.0;29.0;CASADO;0.0;61.666.666.666.666.600;1089.4;588.9;A1;21.466.677.815.933.300
106713.0;0.0;Masculino;4277.96;0.0;42.78;0.0;29.0;CASADO;0.0;61.666.666.666.666.600;1089.4;588.9;A1;19.010.524.960.933.300
600.0;13.0;Femenino;180.64;0.0;1.81;0.0;35.0;SOLTERO;0.0;13.6;572.93;428.05;A1;34.957.891.587.000.000
2696.0;3.0;Femenino;507.19;0.0;5.07;0.0;35.0;SOLTERO;0.0;13.6;572.93;428.05;A1;35.416.254.565
7365.0;7.0;Femenino;276.74;0.0;2.77;0.0;34.0;VIUDO;0.0;11.6;578.81;448.95;A1;46.350.616.921
7365.0;7.0;Femenino;504.18;0.0;5.04;0.0;34.0;VIUDO;0.0;11.6;578.81;448.95;A1;4.397.293.073
600.0;13.0;Femenino;276.74;0.0;2.77;0.0;34.0;VIUDO;0.0;11.6;578.81;448.95;A1;33.852.955.921
600.0;13.0;Femenino;504.18;0.0;5.04;0.0;34.0;VIUDO;0.0;11.6;578.81;448.95;A1;3.147.526.973
27.0;3.0;Femenino;276.74;0.0;2.77;0.0;34.0;VIUDO;0.0;11.6;578.81;448.95;A1;32.794.395.721
40131.0;0.0;Femenino;276.74;0.0;2.77;0.0;34.0;VIUDO;0.0;11.6;578.81;448.95;A1;106.882.525.321
40131.0;0.0;Femenino;504.18;0.0;5.04;0.0;34.0;VIUDO;0.0;11.6;578.81;448.95;A1;10.450.483.913
4044.0;0.0;Femenino;504.18;0.0;5.04;0.0;34.0;VIUDO;0.0;11.6;578.81;448.95;A1;37.837.715.330.000.000
636.0;7.0;Masculino;494.21;0.0;4.94;0.0;43.0;CASADO;0.0;26.4;761.68;531.53;A1;32.224.655.906.999.900
636.0;7.0;Masculino;866.66;0.0;8.67;0.0;43.0;CASADO;0.0;26.4;761.68;531.53;A1;28.331.127.386
600.0;13.0;Masculino;494.21;0.0;4.94;0.0;43.0;CASADO;0.0;26.4;761.68;531.53;A1;32.158.149.506.999.900
45427.0;0.0;Masculino;494.21;0.0;4.94;0.0;43.0;CASADO;0.0;26.4;761.68;531.53;A1;114.971.549.307
45427.0;0.0;Masculino;866.66;0.0;8.67;0.0;43.0;CASADO;0.0;26.4;761.68;531.53;A1;111.078.020.786
35096.0;0.0;Masculino;494.21;0.0;4.94;0.0;43.0;CASADO;0.0;26.4;761.68;531.53;A1;95.886.059.907
35096.0;0.0;Masculino;866.66;0.0;8.67;0.0;43.0;CASADO;0.0;26.4;761.68;531.53;A1;91.992.531.386
45427.0;0.0;Masculino;494.21;0.0;4.94;0.0;43.0;CASADO;0.0;26.4;761.68;531.53;A1;114.971.549.307
45427.0;0.0;Masculino;866.66;0.0;8.67;0.0;43.0;CASADO;0.0;26.4;761.68;531.53;A1;111.078.020.786
106.0;7.0;Masculino;276.74;0.0;2.77;0.0;53.0;CASADO;0.0;10.366.666.666.666.600;1821.2;754.13;A1;3.768.191.655.933.330
106.0;7.0;Masculino;537.32;0.0;5.37;0.0;53.0;CASADO;0.0;10.366.666.666.666.600;1821.2;754.13;A1;3.495.777.407.533.330
600.0;13.0;Masculino;537.32;0.0;5.37;0.0;53.0;CASADO;0.0;10.366.666.666.666.600;1821.2;754.13;A1;3.587.038.967.533.330
27.0;3.0;Masculino;276.74;0.0;2.77;0.0;53.0;CASADO;0.0;10.366.666.666.666.600;1821.2;754.13;A1;37.535.971.959.333.300
5246.0;50.0;Masculino;276.74;0.0;2.77;0.0;30.0;SOLTERO;0.0;10.066.666.666.666.600;2365.24;919.13;A1;48.956.603.837.333.300
600.0;13.0;Masculino;507.11;0.0;5.07;0.0;30.0;SOLTERO;0.0;10.066.666.666.666.600;2365.24;919.13;A1;37.965.273.231.333.300
2253.0;7.0;Masculino;458.33;0.0;4.58;0.0;34.0;SOLTERO;0.0;24.533.333.333.333.300;651.25;464.77;A1;35.350.892.804.666.600
2253.0;7.0;Masculino;506.07;0.0;5.06;0.0;34.0;SOLTERO;0.0;24.533.333.333.333.300;651.25;464.77;A1;3.485.184.347.666.660
2253.0;7.0;Masculino;570.63;0.0;5.71;0.0;34.0;SOLTERO;0.0;24.533.333.333.333.300;651.25;464.77;A1;3.417.697.422.366.660
600.0;13.0;Masculino;130.7;0.0;1.31;0.0;34.0;SOLTERO;0.0;24.533.333.333.333.300;651.25;464.77;A1;35.722.225.247.666.600
600.0;13.0;Masculino;458.33;0.0;4.58;0.0;34.0;SOLTERO;0.0;24.533.333.333.333.300;651.25;464.77;A1;3.229.714.060.466.660
600.0;13.0;Masculino;506.07;0.0;5.06;0.0;34.0;SOLTERO;0.0;24.533.333.333.333.300;651.25;464.77;A1;3.179.809.127.666.660
2696.0;3.0;Masculino;130.7;0.0;1.31;0.0;34.0;SOLTERO;0.0;24.533.333.333.333.300;651.25;464.77;A1;39.594.375.647.666.600
731.0;7.0;Masculino;506.07;0.0;5.06;0.0;29.0;SOLTERO;0.0;20.866.666.666.666.600;945.33;754.1;A1;3.188.933.133.633.330
731.0;7.0;Masculino;866.66;0.0;8.67;0.0;29.0;SOLTERO;0.0;20.866.666.666.666.600;945.33;754.1;A1;28.119.774.587.333.300
600.0;13.0;Masculino;506.07;0.0;5.06;0.0;29.0;SOLTERO;0.0;20.866.666.666.666.600;945.33;754.1;A1;31.647.321.936.333.300
11583.0;0.0;Masculino;506.07;0.0;5.06;0.0;29.0;SOLTERO;0.0;20.866.666.666.666.600;945.33;754.1;A1;5.193.731.613.633.330
11583.0;0.0;Masculino;866.66;0.0;8.67;0.0;29.0;SOLTERO;0.0;20.866.666.666.666.600;945.33;754.1;A1;4.816.775.938.733.330
55335.0;0.0;Masculino;506.07;0.0;5.06;0.0;29.0;SOLTERO;0.0;20.866.666.666.666.600;945.33;754.1;A1;13.276.476.093.633.300
55335.0;0.0;Masculino;583.35;0.0;5.83;0.0;29.0;SOLTERO;0.0;20.866.666.666.666.600;945.33;754.1;A1;13.195.685.482.333.300
55335.0;0.0;Masculino;866.66;0.0;8.67;0.0;29.0;SOLTERO;0.0;20.866.666.666.666.600;945.33;754.1;A1;12.899.520.418.733.300
23544.0;0.0;Masculino;506.07;0.0;5.06;0.0;29.0;SOLTERO;0.0;20.866.666.666.666.600;945.33;754.1;A1;7.403.406.753.633.330
23544.0;0.0;Masculino;583.35;0.0;5.83;0.0;29.0;SOLTERO;0.0;20.866.666.666.666.600;945.33;754.1;A1;7.322.616.142.333.330
23544.0;0.0;Masculino;866.66;0.0;8.67;0.0;29.0;SOLTERO;0.0;20.866.666.666.666.600;945.33;754.1;A1;7.026.451.078.733.330
923.0;0.0;Masculino;4528.12;0.0;45.28;0.0;27.0;UNION LIBRE;0.0;60.0;518.09;396.2;A1;-9.816.270.169
923.0;0.0;Masculino;4691.33;0.0;46.91;0.0;27.0;UNION LIBRE;0.0;60.0;518.09;396.2;A1;-11.522.478.728.000.000
58241.0;0.0;Femenino;288.99;0.0;2.89;0.0;34.0;CASADO;0.0;27.633.333.333.333.300;900.7;521.83;A1;14.152.955.844.866.600
58241.0;0.0;Femenino;300.9;0.0;3.01;0.0;34.0;CASADO;0.0;27.633.333.333.333.300;900.7;521.83;A1;14.140.505.963.666.600
22826.0;0.0;Femenino;288.99;0.0;2.89;0.0;34.0;CASADO;0.0;27.633.333.333.333.300;900.7;521.83;A1;7.610.388.744.866.660
22826.0;0.0;Femenino;300.9;0.0;3.01;0.0;34.0;CASADO;0.0;27.633.333.333.333.300;900.7;521.83;A1;7.597.938.863.666.660
45679.0;0.0;Femenino;124.64;0.0;1.25;0.0;27.0;SOLTERO;0.0;34.766.666.666.666.600;792.13;651.23;A1;11.875.995.104.433.300
45679.0;0.0;Femenino;350.23;0.0;3.5;0.0;27.0;SOLTERO;0.0;34.766.666.666.666.600;792.13;651.23;A1;11.640.159.164.733.300
45679.0;0.0;Femenino;855.3;0.0;8.55;0.0;27.0;SOLTERO;0.0;34.766.666.666.666.600;792.13;651.23;A1;11.112.160.550.633.300
4207.0;0.0;Femenino;124.64;0.0;1.25;0.0;27.0;SOLTERO;0.0;34.766.666.666.666.600;792.13;651.23;A1;42.144.578.244.333.300
4207.0;0.0;Femenino;855.3;0.0;8.55;0.0;27.0;SOLTERO;0.0;34.766.666.666.666.600;792.13;651.23;A1;3.450.623.270.633.330
65602.0;0.0;Femenino;79.32;0.0;0.79;0.0;29.0;SOLTERO;0.0;42.333.333.333.333.300;1121.36;952.88;A1;15.607.864.245.166.600
65602.0;0.0;Femenino;12657.04;0.0;126.57;0.0;29.0;SOLTERO;0.0;42.333.333.333.333.300;1121.36;952.88;A1;24.591.722.729.666.600
53318.0;0.0;Femenino;2916.65;0.0;29.17;0.0;29.0;SOLTERO;0.0;67.2;895.67;673.52;A1;104.247.545.828
159694.0;0.0;Femenino;442.75;0.0;4.43;0.0;41.0;SOLTERO;0.0;15.466.666.666.666.600;2664.41;1419.56;A1;33.134.043.413.333.300
159694.0;0.0;Femenino;843.91;0.0;8.44;0.0;41.0;SOLTERO;0.0;15.466.666.666.666.600;2664.41;1419.56;A1;32.714.671.084.833.300
23555.0;0.0;Femenino;442.75;0.0;4.43;0.0;41.0;SOLTERO;0.0;15.466.666.666.666.600;2664.41;1419.56;A1;7.983.724.553.333.330
23555.0;0.0;Femenino;843.91;0.0;8.44;0.0;41.0;SOLTERO;0.0;15.466.666.666.666.600;2664.41;1419.56;A1;7.564.352.224.833.330
20188.0;0.0;Femenino;132.2;0.0;1.32;0.0;21.0;SOLTERO;0.0;27.866.666.666.666.600;796.46;480.36;A1;7.251.703.769.533.330
20188.0;0.0;Femenino;291.67;0.0;2.92;0.0;21.0;SOLTERO;0.0;27.866.666.666.666.600;796.46;480.36;A1;7.084.999.119.933.330
21171.0;0.0;Femenino;132.2;0.0;1.32;0.0;21.0;SOLTERO;0.0;27.866.666.666.666.600;796.46;480.36;A1;7.433.303.189.533.330
21171.0;0.0;Femenino;291.67;0.0;2.92;0.0;21.0;SOLTERO;0.0;27.866.666.666.666.600;796.46;480.36;A1;7.266.598.539.933.330
59868.0;0.0;Masculino;189.05;0.0;1.89;0.0;38.0;SOLTERO;0.0;36.1;1189.17;1139.17;A1;14.364.639.212.900.000
59868.0;0.0;Masculino;451.29;0.0;4.51;0.0;38.0;SOLTERO;0.0;36.1;1189.17;1139.17;A1;140.904.925.603
1138.0;0.0;Masculino;189.05;0.0;1.89;0.0;38.0;SOLTERO;0.0;36.1;1189.17;1139.17;A1;35.148.590.129
1138.0;0.0;Masculino;451.29;0.0;4.51;0.0;38.0;SOLTERO;0.0;36.1;1189.17;1139.17;A1;32.407.123.603
0.0;0.0;Masculino;1750.01;0.0;17.5;0.0;32.0;SOLTERO;0.0;39.5;1498.89;1202.66;A1;17.955.963.049.000.000
0.0;0.0;Masculino;3472.21;0.0;34.72;0.0;32.0;SOLTERO;0.0;39.5;1498.89;1202.66;A1;-0.4785906499999799
0.0;0.0;Masculino;1750.01;0.0;17.5;0.0;32.0;SOLTERO;0.0;39.5;1498.89;1202.66;A1;17.955.963.049.000.000
0.0;0.0;Masculino;3472.21;0.0;34.72;0.0;32.0;SOLTERO;0.0;39.5;1498.89;1202.66;A1;-0.4785906499999799
41364.0;0.0;Femenino;310.13;0.0;3.1;0.0;33.0;SOLTERO;0.0;27.166.666.666.666.600;773.09;661.2;A1;10.868.400.413.233.300
41364.0;0.0;Femenino;1239.97;0.0;12.4;0.0;33.0;SOLTERO;0.0;27.166.666.666.666.600;773.09;661.2;A1;9.896.351.065.033.330
23742.0;0.0;Femenino;310.13;0.0;3.1;0.0;33.0;SOLTERO;0.0;27.166.666.666.666.600;773.09;661.2;A1;7.612.912.133.233.330
23742.0;0.0;Femenino;1239.97;0.0;12.4;0.0;33.0;SOLTERO;0.0;27.166.666.666.666.600;773.09;661.2;A1;6.640.862.785.033.330
167474.0;0.0;Femenino;244.55;0.0;2.45;0.0;41.0;CASADO;0.0;33.9;2684.91;1450.25;A1;347.802.126.467
167474.0;0.0;Femenino;1782.58;0.0;17.83;0.0;41.0;CASADO;0.0;33.9;2684.91;1450.25;A1;33.172.362.437.700.000
23555.0;0.0;Femenino;244.55;0.0;2.45;0.0;41.0;CASADO;0.0;33.9;2684.91;1450.25;A1;8.192.616.586.700.000
23555.0;0.0;Femenino;1782.58;0.0;17.83;0.0;41.0;CASADO;0.0;33.9;2684.91;1450.25;A1;65.847.663.777
52167.0;0.0;Masculino;278.36;0.0;2.78;0.0;37.0;CASADO;0.0;22.866.666.666.666.600;1034.43;889.41;A1;12.903.028.460.933.300
52167.0;0.0;Masculino;402.96;0.0;4.03;0.0;37.0;CASADO;0.0;22.866.666.666.666.600;1034.43;889.41;A1;12.772.775.630.433.300
52167.0;0.0;Masculino;1350.03;0.0;27.0;2.0;37.0;CASADO;0.06;22.866.666.666.666.600;1034.43;889.41;A2;11.787.548.292.933.300
3917.0;0.0;Masculino;278.36;0.0;2.78;0.0;37.0;CASADO;0.0;22.866.666.666.666.600;1034.43;889.41;A1;39.893.234.609.333.300
59284.0;0.0;Masculino;377.36;0.0;3.77;0.0;35.0;SOLTERO;0.0;26.433.333.333.333.300;1134.68;488.3;A1;14.392.280.230.566.600
59284.0;0.0;Masculino;466.64;0.0;4.67;0.0;35.0;SOLTERO;0.0;26.433.333.333.333.300;1134.68;488.3;A1;14.298.953.555.166.600
23555.0;0.0;Masculino;377.36;0.0;3.77;0.0;35.0;SOLTERO;0.0;26.433.333.333.333.300;1134.68;488.3;A1;7.791.704.770.566.660
23555.0;0.0;Masculino;466.64;0.0;4.67;0.0;35.0;SOLTERO;0.0;26.433.333.333.333.300;1134.68;488.3;A1;7.698.378.095.166.660
40667.0;0.0;Femenino;195.07;0.0;1.95;0.0;24.0;SOLTERO;0.0;17.833.333.333.333.300;705.14;583.53;A1;10.860.887.108.066.600
40667.0;0.0;Femenino;412.22;0.0;4.12;0.0;24.0;SOLTERO;0.0;17.833.333.333.333.300;705.14;583.53;A1;10.633.878.129.166.600
40667.0;0.0;Femenino;489.11;0.0;4.89;0.0;24.0;SOLTERO;0.0;17.833.333.333.333.300;705.14;583.53;A1;10.553.498.609.066.600
40667.0;0.0;Femenino;553.02;0.0;5.53;0.0;24.0;SOLTERO;0.0;17.833.333.333.333.300;705.14;583.53;A1;10.486.688.151.466.600
4388.0;0.0;Femenino;553.02;0.0;5.53;0.0;24.0;SOLTERO;0.0;17.833.333.333.333.300;705.14;583.53;A1;3.784.505.691.466.660
0.0;0.0;Masculino;276.74;0.0;2.77;0.0;31.0;SOLTERO;0.0;24.833.333.333.333.300;721.5;607.83;A1;3.263.360.081.266.660
0.0;0.0;Masculino;220.57;0.0;2.21;0.0;31.0;SOLTERO;0.0;24.833.333.333.333.300;721.5;607.83;A1;3.322.081.434.066.660
48271.0;0.0;Femenino;205.13;0.0;2.05;0.0;23.0;SOLTERO;0.0;16.3;734.84;507.26;A1;123.122.051.203
48271.0;0.0;Femenino;236.15;0.0;2.36;0.0;23.0;SOLTERO;0.0;16.3;734.84;507.26;A1;12.279.776.772
48271.0;0.0;Femenino;444.6;0.0;4.45;0.0;23.0;SOLTERO;0.0;16.3;734.84;507.26;A1;120.618.688.147
19592.0;0.0;Femenino;205.13;0.0;2.05;0.0;23.0;SOLTERO;0.0;16.3;734.84;507.26;A1;7.014.046.660.299.990
19592.0;0.0;Femenino;236.15;0.0;2.36;0.0;23.0;SOLTERO;0.0;16.3;734.84;507.26;A1;6.981.618.311.999.990
19592.0;0.0;Femenino;444.6;0.0;4.45;0.0;23.0;SOLTERO;0.0;16.3;734.84;507.26;A1;6.763.710.354.699.990
0.0;0.0;Femenino;381.17;0.0;3.81;0.0;43.0;CASADO;0.0;22.9;1059.17;575.48;A1;33.498.231.008
0.0;0.0;Femenino;1398.4;0.0;27.97;2.0;43.0;CASADO;0.04;22.9;1059.17;575.48;A2;22.916.989.651.999.900
53196.0;0.0;Masculino;153.02;0.0;1.53;0.0;39.0;SOLTERO;0.0;34.5;813.35;696.63;A1;132.249.513.205
53196.0;0.0;Masculino;170.02;0.0;1.7;0.0;39.0;SOLTERO;0.0;34.5;813.35;696.63;A1;13.207.179.593.600.000
53196.0;0.0;Masculino;506.34;0.0;5.06;0.0;39.0;SOLTERO;0.0;34.5;813.35;696.63;A1;128.555.893.328
53196.0;0.0;Masculino;875.05;0.0;8.75;0.0;39.0;SOLTERO;0.0;34.5;813.35;696.63;A1;12.470.144.002.700.000
4014.0;0.0;Masculino;875.05;0.0;8.75;0.0;39.0;SOLTERO;0.0;34.5;813.35;696.63;A1;33.842.613.227
59479.0;0.0;Masculino;75.0;0.0;0.75;0.0;37.0;SOLTERO;0.0;28.1;967.17;539.19;A1;146.311.715.205
59479.0;0.0;Masculino;305.88;0.0;3.06;0.0;37.0;SOLTERO;0.0;28.1;967.17;539.19;A1;14.389.811.603.399.900
59479.0;0.0;Masculino;472.52;0.0;4.73;0.0;37.0;SOLTERO;0.0;28.1;967.17;539.19;A1;142.156.099.903
59479.0;0.0;Masculino;1900.66;0.0;19.01;0.0;37.0;SOLTERO;0.0;28.1;967.17;539.19;A1;127.226.373.595
23544.0;0.0;Masculino;75.0;0.0;0.75;0.0;37.0;SOLTERO;0.0;28.1;967.17;539.19;A1;7.992.539.620.499.990
23544.0;0.0;Masculino;305.88;0.0;3.06;0.0;37.0;SOLTERO;0.0;28.1;967.17;539.19;A1;77.511.797.034
23544.0;0.0;Masculino;472.52;0.0;4.73;0.0;37.0;SOLTERO;0.0;28.1;967.17;539.19;A1;7.576.978.090.299.990
23544.0;0.0;Masculino;1900.66;0.0;19.01;0.0;37.0;SOLTERO;0.0;28.1;967.17;539.19;A1;6.084.005.459.499.990
41428.0;0.0;Masculino;1630.38;0.0;16.3;0.0;21.0;SOLTERO;0.0;24.833.333.333.333.300;1137.69;595.38;A1;9.718.812.798.766.660
23502.0;0.0;Masculino;1630.38;0.0;16.3;0.0;21.0;SOLTERO;0.0;24.833.333.333.333.300;1137.69;595.38;A1;6.407.163.558.766.660
5187.0;0.0;Femenino;180.64;0.0;1.81;0.0;34.0;CASADO;0.0;26.9;838.93;621.53;A1;43.768.683.029
5187.0;0.0;Femenino;207.63;0.0;2.08;0.0;34.0;CASADO;0.0;26.9;838.93;621.53;A1;43.486.531.598
5187.0;0.0;Femenino;435.59;0.0;4.36;0.0;34.0;CASADO;0.0;26.9;838.93;621.53;A1;41.103.451.034
4473.0;0.0;Femenino;180.64;0.0;1.81;0.0;34.0;CASADO;0.0;26.9;838.93;621.53;A1;42.449.639.429
4473.0;0.0;Femenino;207.63;0.0;2.08;0.0;34.0;CASADO;0.0;26.9;838.93;621.53;A1;42.167.487.998
4473.0;0.0;Femenino;435.59;0.0;4.36;0.0;34.0;CASADO;0.0;26.9;838.93;621.53;A1;39.784.407.434
4988.0;7.0;Masculino;500.02;0.0;5.0;0.0;33.0;CASADO;0.0;19.8;1222.5;732.92;A1;41.372.181.362.000.000
48332.0;0.0;Masculino;500.02;0.0;5.0;0.0;33.0;CASADO;0.0;19.8;1222.5;732.92;A1;121.445.886.962
48332.0;0.0;Masculino;518.93;0.0;5.19;0.0;33.0;CASADO;0.0;19.8;1222.5;732.92;A1;12.124.821.045.100.000
48332.0;0.0;Masculino;877.59;0.0;8.78;0.0;33.0;CASADO;0.0;19.8;1222.5;732.92;A1;11.749.882.376
23502.0;0.0;Masculino;500.02;0.0;5.0;0.0;33.0;CASADO;0.0;19.8;1222.5;732.92;A1;75.574.944.962
23502.0;0.0;Masculino;518.93;0.0;5.19;0.0;33.0;CASADO;0.0;19.8;1222.5;732.92;A1;7.537.726.845.100.000
23502.0;0.0;Masculino;877.59;0.0;8.78;0.0;33.0;CASADO;0.0;19.8;1222.5;732.92;A1;7.162.788.176
786.0;7.0;Masculino;1000.0;0.0;10.0;0.0;25.0;CASADO;0.0;17.833.333.333.333.300;740.18;487.4;A1;2.724.265.876.266.660
600.0;13.0;Masculino;77.9;0.0;0.78;0.0;25.0;CASADO;0.0;17.833.333.333.333.300;740.18;487.4;A1;3.653.864.479.666.660
600.0;13.0;Masculino;341.88;0.0;3.42;0.0;25.0;CASADO;0.0;17.833.333.333.333.300;740.18;487.4;A1;33.779.010.964.666.600
600.0;13.0;Masculino;518.93;0.0;5.19;0.0;25.0;CASADO;0.0;17.833.333.333.333.300;740.18;487.4;A1;3.192.813.353.566.660
600.0;13.0;Masculino;1000.0;0.0;10.0;0.0;25.0;CASADO;0.0;17.833.333.333.333.300;740.18;487.4;A1;26.899.042.362.666.600
2093.0;3.0;Masculino;77.9;0.0;0.78;0.0;25.0;CASADO;0.0;17.833.333.333.333.300;740.18;487.4;A1;3.929.681.299.666.660
2093.0;3.0;Masculino;341.88;0.0;3.42;0.0;25.0;CASADO;0.0;17.833.333.333.333.300;740.18;487.4;A1;36.537.179.164.666.600
0.0;0.0;Masculino;77.9;0.0;0.78;0.0;25.0;CASADO;0.0;17.833.333.333.333.300;740.18;487.4;A1;3.543.020.479.666.660
0.0;0.0;Masculino;341.88;0.0;3.42;0.0;25.0;CASADO;0.0;17.833.333.333.333.300;740.18;487.4;A1;3.267.057.096.466.660
0.0;0.0;Masculino;518.93;0.0;5.19;0.0;25.0;CASADO;0.0;17.833.333.333.333.300;740.18;487.4;A1;3.081.969.353.566.660
0.0;0.0;Masculino;341.88;0.0;3.42;0.0;25.0;CASADO;0.0;17.833.333.333.333.300;740.18;487.4;A1;3.267.057.096.466.660
0.0;0.0;Masculino;518.93;0.0;5.19;0.0;25.0;CASADO;0.0;17.833.333.333.333.300;740.18;487.4;A1;3.081.969.353.566.660
49478.0;0.0;Masculino;1855.99;0.0;18.56;0.0;33.0;SOLTERO;0.0;32.0;762.28;545.11;A1;10.813.270.433.100.000
23544.0;0.0;Masculino;1855.99;0.0;18.56;0.0;33.0;SOLTERO;0.0;32.0;762.28;545.11;A1;6.022.223.273.100.000
0.0;7.0;Femenino;1435.37;0.0;14.35;0.0;43.0;CASADO;0.0;204.2;801.58;751.58;A1;20.989.643.597.000.000
0.0;7.0;Femenino;2085.44;0.0;41.71;2.0;43.0;CASADO;0.04;204.2;801.58;751.58;A2;14.306.352.128.999.900
600.0;10.0;Femenino;2085.44;0.0;41.71;2.0;43.0;CASADO;0.04;204.2;801.58;751.58;A2;15.414.792.128.999.900
8328.0;10.0;Masculino;523.64;0.0;5.24;0.0;25.0;SOLTERO;0.0;26.266.666.666.666.600;779.52;408.73;A1;46.838.776.154.333.300
8328.0;10.0;Masculino;939.19;0.0;9.39;0.0;25.0;SOLTERO;0.0;26.266.666.666.666.600;779.52;408.73;A1;42.494.586.559.333.300
600.0;13.0;Masculino;939.19;0.0;9.39;0.0;25.0;SOLTERO;0.0;26.266.666.666.666.600;779.52;408.73;A1;28.217.879.359.333.300
21.0;3.0;Masculino;523.64;0.0;5.24;0.0;25.0;SOLTERO;0.0;26.266.666.666.666.600;779.52;408.73;A1;3.149.242.435.433.330
21.0;3.0;Masculino;939.19;0.0;9.39;0.0;25.0;SOLTERO;0.0;26.266.666.666.666.600;779.52;408.73;A1;2.714.823.475.933.330
43399.0;0.0;Masculino;523.64;0.0;5.24;0.0;25.0;SOLTERO;0.0;26.266.666.666.666.600;779.52;408.73;A1;11.162.894.155.433.300
43399.0;0.0;Masculino;939.19;0.0;9.39;0.0;25.0;SOLTERO;0.0;26.266.666.666.666.600;779.52;408.73;A1;10.728.475.195.933.300
0.0;0.0;Masculino;523.64;0.0;5.24;0.0;25.0;SOLTERO;0.0;26.266.666.666.666.600;779.52;408.73;A1;31.453.628.954.333.300
0.0;0.0;Masculino;939.19;0.0;9.39;0.0;25.0;SOLTERO;0.0;26.266.666.666.666.600;779.52;408.73;A1;27.109.439.359.333.300
0.0;0.0;Masculino;939.19;0.0;9.39;0.0;25.0;SOLTERO;0.0;26.266.666.666.666.600;779.52;408.73;A1;27.109.439.359.333.300
4896.0;0.0;Masculino;100.0;0.0;1.0;0.0;38.0;SOLTERO;0.0;11.966.666.666.666.600;844.21;546.29;A1;4.447.177.173.133.330
29954.0;0.0;Masculino;100.0;0.0;1.0;0.0;38.0;SOLTERO;0.0;11.966.666.666.666.600;844.21;546.29;A1;9.076.392.093.133.330
29954.0;0.0;Masculino;520.0;0.0;5.2;0.0;38.0;SOLTERO;0.0;11.966.666.666.666.600;844.21;546.29;A1;8.637.325.899.133.330
1448.0;7.0;Femenino;4360.12;0.0;43.6;0.0;35.0;CASADO;0.0;20.423.333.333.333.300;991.33;872.62;A1;-6.646.317.290.333.330
1448.0;7.0;Femenino;4691.33;0.0;46.91;0.0;35.0;CASADO;0.0;20.423.333.333.333.300;991.33;872.62;A1;-10.108.790.625.333.300
600.0;10.0;Femenino;35.08;0.0;0.35;0.0;35.0;CASADO;0.0;20.423.333.333.333.300;991.33;872.62;A1;3.700.087.316.666.660
600.0;10.0;Femenino;4360.12;0.0;43.6;0.0;35.0;CASADO;0.0;20.423.333.333.333.300;991.33;872.62;A1;-8.212.912.490.333.330
600.0;10.0;Femenino;4691.33;0.0;46.91;0.0;35.0;CASADO;0.0;20.423.333.333.333.300;991.33;872.62;A1;-11.675.385.825.333.300
713.0;7.0;Masculino;276.74;0.0;2.77;0.0;21.0;SOLTERO;0.0;11.066.666.666.666.600;584.69;338.14;A1;34.661.968.921.333.300
600.0;13.0;Masculino;276.74;0.0;2.77;0.0;21.0;SOLTERO;0.0;11.066.666.666.666.600;584.69;338.14;A1;34.453.212.721.333.300
600.0;13.0;Masculino;524.32;0.0;5.24;0.0;21.0;SOLTERO;0.0;11.066.666.666.666.600;584.69;338.14;A1;31.864.971.678.333.300
19.0;3.0;Masculino;276.74;0.0;2.77;0.0;21.0;SOLTERO;0.0;11.066.666.666.666.600;584.69;338.14;A1;3.337.987.332.133.330
19.0;3.0;Masculino;524.32;0.0;5.24;0.0;21.0;SOLTERO;0.0;11.066.666.666.666.600;584.69;338.14;A1;3.079.163.227.833.330
6025.0;7.0;Femenino;524.32;0.0;5.24;0.0;37.0;SOLTERO;0.0;9.533.333.333.333.330;723.96;386.0;A1;4.238.955.805.466.660
600.0;13.0;Femenino;524.32;0.0;5.24;0.0;37.0;SOLTERO;0.0;9.533.333.333.333.330;723.96;386.0;A1;3.236.741.305.466.660
21.0;3.0;Femenino;276.74;0.0;2.77;0.0;37.0;SOLTERO;0.0;9.533.333.333.333.330;723.96;386.0;A1;3.388.600.949.766.660
0.0;0.0;Femenino;524.32;0.0;5.24;0.0;37.0;SOLTERO;0.0;9.533.333.333.333.330;723.96;386.0;A1;3.125.897.305.466.660
19989.0;50.0;Masculino;537.62;0.0;5.38;0.0;29.0;SOLTERO;0.0;8.476.666.666.666.660;1214.32;612.49;A1;6.960.785.362.633.330
19989.0;50.0;Masculino;1596.33;0.0;15.96;0.0;29.0;SOLTERO;0.0;8.476.666.666.666.660;1214.32;612.49;A1;5.854.008.315.233.330
35861.0;0.0;Femenino;88.7;0.0;0.89;0.0;30.0;SOLTERO;0.0;25.966.666.666.666.600;661.41;514.03;A1;10.106.867.314.433.300
35861.0;0.0;Femenino;314.9;0.0;3.15;0.0;30.0;SOLTERO;0.0;25.966.666.666.666.600;661.41;514.03;A1;9.870.397.070.233.330
35861.0;0.0;Femenino;361.22;0.0;3.61;0.0;30.0;SOLTERO;0.0;25.966.666.666.666.600;661.41;514.03;A1;9.821.971.562.433.330
12403.0;0.0;Masculino;380.53;0.0;3.81;0.0;28.0;SOLTERO;0.0;26.7;1009.91;549.08;A1;56.272.294.938
